player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,role,batting_score,bowling_score,overall_score
SJS Smith,Scotland,2,T20I,8.0,11.0,1.0,0.0,0.0,0.0,72.73,4.0,50.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,39.092,50.0,89.092
KO Meth,Zimbabwe,2,T20I,6.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,47.0,64.0,0.0,17.0,7.0,2.0,7.8,8.21,0.0,0.0,36.17,40.0,62.5,5.22,Utility,40.0,16.183999999999997,56.184
RT Rubbi,Indonesia,2,T20I,11.0,32.0,0.0,0.0,2.0,5.5,34.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,15.952000000000002,50.0,65.952
R Olipa,Uganda,2,T20I,3.0,4.0,0.0,0.0,1.0,3.0,75.0,0.0,0.0,0.0,7.0,8.0,0.0,4.0,0.0,1.0,1.2,6.67,0.0,0.0,57.14,6.0,75.0,7.0,Utility,31.2,28.078,59.278
Basiru Jaye,Gambia,2,T20I,6.0,4.0,1.0,0.0,1.0,6.0,150.0,4.0,66.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,75.734,50.0,125.734
N Gnanapragasam,Seychelles,2,T20I,1.0,5.0,0.0,0.0,2.0,0.5,20.0,0.0,0.0,0.0,25.0,33.0,0.0,10.0,3.0,1.0,4.2,7.86,0.0,0.0,40.0,18.0,54.55,6.25,Utility,8.2,18.7,26.9
Y Cariah,West Indies,2,T20I,3.0,4.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,36.0,43.0,1.0,15.0,3.0,2.0,6.0,7.17,43.0,36.0,41.67,24.0,55.81,7.2,Utility,30.0,22.884,52.884
VM Nyauchi,Zimbabwe,2,T20I,1.0,3.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,43.0,66.0,3.0,12.0,8.0,0.0,7.2,9.17,22.0,14.33,27.91,32.0,48.48,5.38,Utility,13.332,10.932000000000002,24.264000000000003
PA Patel,India,2,T20I,36.0,33.0,4.0,1.0,2.0,18.0,109.09,22.0,61.11,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,63.05800000000001,50.0,113.058
DO Christian,West Indies,2,T20I,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
NE Bonner,West Indies,2,T20I,27.0,38.0,2.0,0.0,2.0,13.5,71.05,8.0,29.63,19.0,14.0,18.0,0.0,3.0,0.0,1.0,2.3,7.83,0.0,0.0,21.43,6.0,33.33,14.0,Utility,39.746,15.136,54.882000000000005
Yasir Shah,Pakistan,2,T20I,11.0,7.0,1.0,0.0,0.0,0.0,157.14,4.0,36.36,7.0,24.0,41.0,0.0,3.0,5.0,0.0,4.0,10.25,0.0,0.0,12.5,20.0,48.78,4.8,Utility,70.128,2.5,72.628
Rameez Raja (2),Pakistan,2,T20I,24.0,29.0,2.0,0.0,2.0,12.0,82.76,8.0,33.33,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,44.57000000000001,50.0,94.57000000000001
Andrey Lilov,Bulgaria,2,T20I,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
Jitesh Patel,Malta,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,60.0,1.0,14.0,4.0,2.0,7.8,7.69,60.0,47.0,29.79,28.0,46.67,7.83,Utility,0.0,17.907999999999998,17.907999999999998
SVA Karthikeyan,Romania,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
Karthik Pillai,Bulgaria,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,0.0,6.0,2.0,2.0,5.5,8.73,0.0,0.0,18.18,20.0,41.67,8.25,Utility,0.0,9.985999999999997,9.985999999999997
CM Rocca,Gibraltar,2,T20I,14.0,19.0,2.0,0.0,1.0,14.0,73.68,8.0,57.14,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,46.5,50.0,96.5
G Axtell,Bahrain,2,T20I,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,42.0,1.0,22.0,4.0,1.0,7.3,5.75,42.0,44.0,50.0,22.0,52.38,8.8,Utility,0.0,31.65,31.65
SV Wiig,United States of America,2,T20I,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,32.0,45.0,2.0,11.0,5.0,1.0,5.3,8.49,22.5,16.0,34.38,26.0,57.78,5.33,Utility,40.0,15.226,55.226
Muhammed Imran,Oman,2,T20I,1.0,2.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,35.0,42.0,4.0,15.0,7.0,0.0,5.8,7.24,10.5,8.75,42.86,28.0,66.67,5.0,Utility,20.4,23.972,44.372
S Vithayathil,Turks and Caicos Island,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,2.0,13.0,1.0,0.0,3.0,2.67,4.0,9.0,72.22,4.0,50.0,18.0,Utility,0.0,51.894,51.894
I Ganness,Turks and Caicos Island,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
D Hardware,Turks and Caicos Island,2,T20I,9.0,27.0,0.0,0.0,1.0,9.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,16.932000000000002,50.0,66.932
VRCF Poubel,Brazil,2,T20I,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
R Jones,Belize,2,T20I,7.0,9.0,0.0,0.0,1.0,7.0,77.78,0.0,0.0,0.0,12.0,19.0,0.0,6.0,1.0,2.0,2.0,9.5,0.0,0.0,50.0,16.0,84.21,4.0,Utility,33.912,12.5,46.412
J Pook,Belize,2,T20I,1.0,5.0,0.0,0.0,2.0,0.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,8.2,50.0,58.2
RJ Ramjiawan,Suriname,2,T20I,4.0,9.0,0.0,0.0,1.0,4.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,19.376,50.0,69.376
JH Mensah,Ghana,2,T20I,17.0,10.0,1.0,1.0,2.0,8.5,170.0,10.0,58.82,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,83.164,50.0,133.164
M Brasier,Finland,2,T20I,1.0,4.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,35.0,56.0,1.0,7.0,5.0,1.0,5.8,9.66,56.0,35.0,20.0,26.0,46.43,5.83,Utility,10.4,6.1,16.5
Absar Khan,Denmark,2,T20I,6.0,9.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,6.0,8.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,6.0,16.67,4.0,50.0,6.0,Utility,26.668000000000003,13.734000000000002,40.402
TG Gordon,Canada,2,T20I,28.0,34.0,3.0,0.0,2.0,14.0,82.35,12.0,42.86,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,47.112,50.0,97.112
R Flannigan,Scotland,2,T20I,33.0,28.0,3.0,0.0,1.0,33.0,117.86,12.0,36.36,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,67.61600000000001,50.0,117.61600000000001
Zahid Hussain,Canada,2,T20I,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,34.0,31.0,0.0,13.0,2.0,0.0,5.7,5.44,0.0,0.0,38.24,8.0,25.81,17.0,Utility,40.0,30.447999999999997,70.448
Abul Hasan,Bangladesh,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,61.0,2.0,14.0,8.0,2.0,6.0,10.17,30.5,18.0,38.89,44.0,72.13,3.6,Utility,0.0,8.578000000000001,8.578000000000001
C Olphert,Ireland,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,65.0,0.0,8.0,6.0,3.0,6.2,10.48,0.0,0.0,21.62,42.0,64.62,4.11,Utility,0.0,4.324000000000001,4.324000000000001
Fawad Ahmed,Australia,2,T20I,3.0,5.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,49.0,70.0,3.0,10.0,6.0,1.0,8.2,8.54,23.33,16.33,20.41,30.0,42.86,7.0,Utility,24.0,12.582000000000004,36.58200000000001
P Awana,India,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,72.0,0.0,8.0,7.0,4.0,6.0,12.0,0.0,0.0,22.22,52.0,72.22,3.27,Utility,0.0,4.444,4.444
SC Meaker,England,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,73.0,2.0,16.0,8.0,1.0,9.0,8.11,36.5,27.0,29.63,38.0,52.05,6.0,Utility,0.0,16.176000000000002,16.176000000000002
L Zulu,Swaziland,2,T20I,2.0,5.0,0.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,16.8,50.0,66.8
R Agamiire,Uganda,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,15.0,1.0,25.0,0.0,0.0,6.2,2.42,15.0,37.0,67.57,0.0,0.0,0.0,Utility,0.0,51.81399999999999,51.81399999999999
KS Lokuarachchi,Sri Lanka,2,T20I,11.0,13.0,1.0,0.0,2.0,5.5,84.62,4.0,36.36,13.0,39.0,48.0,2.0,14.0,5.0,0.0,6.5,7.38,24.0,19.5,35.9,20.0,41.67,7.8,Utility,43.32000000000001,21.080000000000002,64.4
Shakeel Ansar,Pakistan,2,T20I,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
JT Darrell,Bermuda,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,23.0,3.0,24.0,1.0,0.0,7.2,3.19,7.67,14.33,55.81,4.0,17.39,43.0,Utility,0.0,46.412000000000006,46.412000000000006
TO Carmichael,United States of America,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,43.0,0.0,9.0,2.0,1.0,6.2,6.94,0.0,0.0,24.32,14.0,32.56,12.33,Utility,0.0,20.163999999999998,20.163999999999998
D Bourne,Turks and Caicos Island,2,T20I,3.0,6.0,0.0,0.0,1.0,3.0,50.0,0.0,0.0,0.0,36.0,37.0,1.0,14.0,3.0,0.0,6.0,6.17,37.0,36.0,38.89,12.0,32.43,12.0,Utility,21.2,27.327999999999996,48.52799999999999
A McKnight,Turks and Caicos Island,2,T20I,67.0,76.0,6.0,2.0,2.0,33.5,88.16,36.0,53.73,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,59.410000000000004,50.0,109.41
G Bruno,Turks and Caicos Island,2,T20I,17.0,10.0,4.0,0.0,2.0,8.5,170.0,16.0,94.12,2.5,27.0,43.0,2.0,8.0,3.0,2.0,4.5,9.56,21.5,13.5,29.63,24.0,55.81,5.4,Utility,90.224,8.925999999999998,99.15
Niyas Pullariyil,Malta,2,T20I,17.0,18.0,0.0,1.0,0.0,0.0,94.44,6.0,35.29,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,44.834,50.0,94.834
S Arachchige,Italy,2,T20I,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,2.0,9.0,1.0,1.0,4.0,6.5,13.0,12.0,37.5,10.0,38.46,12.0,Utility,0.0,25.8,25.8
RR Behera,United States of America,2,T20I,16.0,28.0,1.0,0.0,2.0,8.0,57.14,4.0,25.0,28.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,16.67,0.0,0.0,0.0,Utility,31.056,28.334,59.39
RM Scott,United States of America,2,T20I,19.0,20.0,3.0,0.0,2.0,9.5,95.0,12.0,63.16,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,54.431999999999995,50.0,104.43199999999999
ST Gabriel,West Indies,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,58.0,3.0,19.0,6.0,1.0,8.0,7.25,19.33,16.0,39.58,30.0,51.72,6.86,Utility,0.0,22.866,22.866
Asad Ali,Pakistan,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,0.0,12.0,5.0,0.0,4.7,7.02,0.0,0.0,42.86,20.0,60.61,5.6,Utility,0.0,23.472,23.472
V Shetty,United Arab Emirates,2,T20I,11.0,14.0,1.0,0.0,1.0,11.0,78.57,4.0,36.36,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,43.099999999999994,50.0,93.1
TJ Stephenson,Belize,2,T20I,7.0,5.0,1.0,0.0,0.0,0.0,140.0,4.0,57.14,5.0,25.0,32.0,2.0,6.0,2.0,1.0,4.2,7.62,16.0,12.5,24.0,14.0,43.75,8.33,Utility,67.428,17.5,84.928
RJ Campbell,Hong Kong,2,T20I,9.0,23.0,1.0,0.0,2.0,4.5,39.13,4.0,44.44,23.0,37.0,42.0,0.0,13.0,3.0,1.0,6.2,6.77,0.0,0.0,35.14,18.0,42.86,9.25,Utility,26.340000000000003,23.178000000000004,49.51800000000001
P Raho,Papua New Guinea,2,T20I,10.0,7.0,0.0,1.0,0.0,0.0,142.86,6.0,60.0,7.0,18.0,20.0,3.0,5.0,1.0,0.0,3.0,6.67,6.67,6.0,27.78,4.0,20.0,18.0,Utility,69.144,23.406,92.55000000000001
Usman Mushtaq,United Arab Emirates,2,T20I,13.0,25.0,1.0,0.0,1.0,13.0,52.0,4.0,30.77,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,32.153999999999996,50.0,82.154
L Nou,Papua New Guinea,2,T20I,2.0,4.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,42.0,39.0,1.0,19.0,4.0,0.0,7.0,5.57,39.0,42.0,45.24,16.0,41.03,10.5,Utility,20.0,31.598,51.598
GH Worker,New Zealand,2,T20I,90.0,65.0,6.0,5.0,2.0,45.0,138.46,54.0,60.0,5.91,13.0,19.0,1.0,4.0,3.0,0.0,2.2,8.64,19.0,13.0,30.77,12.0,63.16,4.33,Utility,85.38400000000001,13.353999999999997,98.73800000000001
E Leie,South Africa,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,49.0,4.0,11.0,2.0,3.0,6.2,7.9,12.25,9.25,29.73,26.0,53.06,7.4,Utility,0.0,18.046,18.046
NJ Reardon,Australia,2,T20I,4.0,8.0,0.0,0.0,1.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,21.6,50.0,71.6
N Ndouteng,Cameroon,2,T20I,1.0,5.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,24.0,58.0,2.0,5.0,9.0,1.0,4.0,14.5,29.0,12.0,20.83,42.0,72.41,2.4,Utility,8.4,4.965999999999999,13.366
MM Sarwar,Kuwait,2,T20I,3.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.0,15.0,1.0,7.0,3.0,0.0,2.0,7.5,15.0,12.0,58.33,12.0,80.0,4.0,Utility,40.0,24.566000000000003,64.566
K Pala,Papua New Guinea,2,T20I,41.0,31.0,4.0,2.0,1.0,41.0,132.26,28.0,68.29,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,82.962,50.0,132.962
TB de Bruyn,South Africa,2,T20I,26.0,16.0,3.0,1.0,2.0,13.0,162.5,18.0,69.23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,84.046,50.0,134.046
AR Berenger,Qatar,2,T20I,46.0,24.0,5.0,3.0,2.0,23.0,191.67,38.0,82.61,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,102.39,50.0,152.39
Naveed Fakhr,Kuwait,2,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,1.0,9.0,5.0,0.0,4.2,7.62,32.0,25.0,36.0,20.0,62.5,5.0,Utility,0.0,19.5,19.5
EHSN Silva,United Arab Emirates,2,T20I,16.0,23.0,1.0,0.0,0.0,0.0,69.57,4.0,25.0,23.0,42.0,59.0,2.0,15.0,5.0,3.0,7.0,8.43,29.5,21.0,35.71,38.0,64.41,5.25,Utility,32.828,15.792000000000002,48.620000000000005
J Umanath,Mexico,2,T20I,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
Anskumar Ahir,Panama,2,T20I,2.0,6.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,37.0,37.0,1.0,17.0,3.0,1.0,6.2,5.97,37.0,37.0,45.95,18.0,48.65,9.25,Utility,13.332,29.740000000000002,43.072
Nazir Patel,Panama,2,T20I,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
R Johnson,Turks and Caicos Island,2,T20I,5.0,10.0,1.0,0.0,2.0,2.5,50.0,4.0,80.0,10.0,21.0,34.0,2.0,8.0,4.0,1.0,3.5,9.71,17.0,10.5,38.1,22.0,64.71,4.2,Utility,37.0,9.869999999999997,46.87
RLB Rambukwella,Sri Lanka,2,T20I,19.0,16.0,1.0,1.0,1.0,19.0,118.75,10.0,52.63,8.0,39.0,46.0,1.0,12.0,2.0,2.0,6.5,7.08,46.0,39.0,30.77,20.0,43.48,9.75,Utility,65.626,21.154,86.78
Bashir Ahmad,Switzerland,1,T20I,5.0,4.0,1.0,0.0,1.0,5.0,125.0,4.0,80.0,4.0,12.0,36.0,0.0,2.0,3.0,3.0,2.0,18.0,0.0,0.0,16.67,30.0,83.33,2.0,Utility,68.0,3.3340000000000005,71.334
Zahid Mahmood,Pakistan,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,3.0,8.0,2.0,3.0,4.2,9.52,13.33,8.33,32.0,26.0,65.0,5.0,Utility,0.0,10.000000000000004,10.000000000000004
GA Stuurman,South Africa,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,29.0,0.0,3.0,4.0,1.0,2.3,12.61,0.0,0.0,21.43,22.0,75.86,2.8,Utility,0.0,4.2860000000000005,4.2860000000000005
GJ Snyman,South Africa,1,T20I,2.0,6.0,0.0,0.0,1.0,2.0,33.33,0.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.0,1.0,12.0,0.0,0.0,0.0,8.0,66.67,3.0,Utility,14.132000000000001,0.0,14.132000000000001
N Nankov,Bulgaria,1,T20I,1.0,6.0,0.0,0.0,1.0,1.0,16.67,0.0,0.0,0.0,13.0,14.0,1.0,7.0,2.0,0.0,2.2,6.36,14.0,13.0,53.85,8.0,57.14,6.5,Utility,7.068000000000001,29.369999999999997,36.438
Syed Tameem,Qatar,1,T20I,11.0,23.0,0.0,0.0,0.0,0.0,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,19.132,50.0,69.132
Robiul Khan,Spain,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,1.0,8.0,3.0,0.0,3.3,7.88,26.0,20.0,40.0,12.0,46.15,6.67,Utility,0.0,19.0,19.0
Yousuf Ali,Qatar,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,2.0,1.0,15.0,0.0,0.0,33.33,12.0,80.0,3.0,Utility,0.0,6.666,6.666
S Srikanth,Singapore,1,T20I,10.0,6.0,2.0,0.0,1.0,10.0,166.67,8.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,86.66799999999999,50.0,136.668
N Boje,South Africa,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,1.0,7.0,2.0,1.0,4.0,7.25,29.0,24.0,29.17,14.0,48.28,8.0,Utility,0.0,19.984,19.984
AG Prince,South Africa,1,T20I,5.0,6.0,0.0,0.0,0.0,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,33.332,50.0,83.332
GS Ballance,Zimbabwe,1,T20I,30.0,30.0,2.0,1.0,1.0,30.0,100.0,14.0,46.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,61.334,50.0,111.334
T Bukenya,Uganda,1,T20I,12.0,9.0,0.0,1.0,0.0,0.0,133.33,6.0,50.0,9.0,26.0,42.0,0.0,7.0,6.0,0.0,4.3,9.77,0.0,0.0,26.92,24.0,57.14,4.33,Utility,63.33200000000001,6.5340000000000025,69.86600000000001
JMJ Lynn,Indonesia,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,22.0,3.0,10.0,2.0,0.0,4.3,5.12,7.33,8.67,38.46,8.0,36.36,13.0,Utility,0.0,33.292,33.292
MCE Manalo,Philippines,1,T20I,12.0,16.0,0.0,0.0,1.0,12.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,34.8,50.0,84.8
J Hermann,South Africa,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
T Britton,Jersey,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.0,2.0,11.0,2.0,0.0,4.2,5.0,10.5,12.5,44.0,8.0,38.1,12.5,Utility,0.0,34.6,34.6
GHS Garton,England,1,T20I,2.0,4.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,25.0,57.0,1.0,7.0,4.0,5.0,4.2,13.57,57.0,25.0,28.0,46.0,80.7,2.78,Utility,20.8,6.000000000000001,26.8
JW Wilson,New Zealand,1,T20I,18.0,14.0,2.0,0.0,1.0,18.0,128.57,8.0,44.44,7.0,24.0,48.0,0.0,4.0,4.0,2.0,4.0,12.0,0.0,0.0,16.67,28.0,58.33,4.0,Utility,67.516,3.3340000000000005,70.85000000000001
Inzamam-ul-Haq,Pakistan,1,T20I,11.0,16.0,0.0,1.0,0.0,0.0,68.75,6.0,54.55,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,38.41,50.0,88.41
S Sandeep Warrier,India,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,0.0,8.0,2.0,0.0,3.2,7.19,0.0,0.0,42.11,8.0,34.78,9.5,Utility,0.0,22.471999999999998,22.471999999999998
Abu Zar,Sweden,1,T20I,2.0,4.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,20.8,50.0,70.8
PP Shaw,India,1,T20I,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,0.0,50.0,50.0
CMW Read,England,1,T20I,13.0,11.0,2.0,0.0,1.0,13.0,118.18,8.0,61.54,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,64.78,50.0,114.78
GJP Kruger,South Africa,1,T20I,3.0,5.0,0.0,0.0,1.0,3.0,60.0,0.0,0.0,0.0,26.0,34.0,0.0,5.0,3.0,0.0,4.3,7.91,0.0,0.0,19.23,12.0,35.29,8.67,Utility,25.2,14.296,39.495999999999995
KV Sharma,India,1,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,1.0,9.0,1.0,2.0,4.0,7.25,29.0,24.0,37.5,16.0,55.17,8.0,Utility,0.0,21.65,21.65
JA Rudolph,South Africa,1,T20I,6.0,7.0,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Utility,34.284,50.0,84.28399999999999
